Venda_ID,Loja_ID,Produto_ID,Cliente_ID,Colaborador_ID,Quantidade,Preço Unitário,Data da Venda,Canal de Venda
2431,354,319,456,271,2,980.17,2015-02-12 18:21:13,Física
2432,698,690,283,301,11,146.64,2021-09-22 18:21:55,Física
2433,978,771,114,330,67,577.01,2016-11-12 07:15:32,Física
2434,779,512,157,172,14,560.11,2014-10-07 06:04:37,Online
2435,565,250,545,110,56,307.51,2019-03-20 04:49:38,Online
2436,751,326,950,21,26,168.57,2015-05-29 18:30:06,Física
2437,879,255,848,470,46,862.68,2018-08-02 03:18:07,Física
2438,259,121,769,436,89,910.06,2017-11-29 18:59:02,Física
2439,35,649,5,82,51,254.5,2018-03-15 20:04:57,Física
2440,673,105,857,262,97,440.6,2018-01-14 23:59:07,Online
2441,619,356,128,166,9,733.68,2014-08-30 03:10:42,Física
2442,326,765,749,339,73,767.57,2019-08-28 04:58:00,Física
2443,298,242,633,332,51,246.89,2016-05-27 05:46:23,Online
2444,627,145,251,484,22,608.32,2018-09-08 21:04:44,Online
2445,60,89,650,273,16,192.0,2015-01-30 08:47:12,Online
2446,242,804,429,242,28,373.8,2018-04-03 18:22:00,Online
2447,942,738,856,292,80,710.73,2015-04-21 21:08:58,Online
2448,991,827,118,31,90,653.15,2015-04-07 15:08:57,Online
2449,942,243,691,170,78,661.06,2018-12-30 19:57:37,Online
2450,463,730,557,232,71,771.3,2019-06-06 10:21:50,Online
2451,246,149,463,56,58,69.08,2020-10-12 13:56:09,Online
2452,101,703,750,285,60,559.51,2015-06-02 22:11:05,Online
2453,428,937,372,451,24,158.29,2014-12-29 02:47:12,Online
2454,963,141,408,432,17,415.89,2015-11-08 20:15:10,Online
2455,490,761,6,160,53,517.22,2014-11-06 09:48:48,Física
2456,97,719,642,237,42,467.58,2019-09-19 04:50:52,Online
2457,453,190,775,243,94,588.53,2018-04-28 07:40:11,Física
2458,206,568,61,230,7,638.47,2014-08-31 19:41:11,Física
2459,519,382,224,382,61,656.91,2016-05-23 13:06:49,Física
2460,390,257,713,487,81,875.95,2014-08-26 15:03:40,Física
2461,340,777,228,46,89,55.93,2014-10-23 00:46:53,Física
2462,264,539,458,286,74,53.95,2019-04-30 22:56:06,Online
2463,268,258,857,341,94,34.31,2018-09-26 11:39:05,Online
2464,988,174,555,156,32,208.55,2020-01-21 02:00:23,Online
2465,378,12,650,155,16,589.68,2015-06-09 08:07:39,Online
2466,710,898,513,118,3,100.24,2015-03-10 20:28:27,Online
2467,608,847,136,167,27,456.62,2019-06-11 02:31:39,Física
2468,581,421,23,101,50,880.36,2020-08-20 16:21:54,Física
2469,744,581,181,364,92,191.52,2014-06-21 03:15:40,Online
2470,431,908,72,235,75,197.04,2020-03-02 21:09:12,Online
2471,29,518,395,334,90,8.9,2017-01-23 08:13:32,Online
2472,809,83,42,24,48,536.97,2018-08-24 23:11:26,Física
2473,720,491,847,359,48,929.25,2019-05-03 12:32:45,Física
2474,534,256,634,124,92,834.42,2017-07-14 17:29:17,Online
2475,440,452,339,61,99,363.9,2017-03-18 09:25:50,Física
2476,529,839,345,254,32,479.34,2021-04-09 04:12:57,Física
2477,749,396,340,84,18,627.91,2017-07-20 09:00:31,Física
2478,362,140,257,404,74,354.13,2016-04-14 03:06:00,Online
2479,110,268,309,90,6,608.15,2016-04-24 11:23:27,Física
2480,363,154,855,442,34,656.63,2016-10-24 07:41:13,Física
2481,347,341,522,499,68,270.2,2015-12-06 18:20:36,Física
2482,338,27,369,405,53,183.99,2014-08-23 11:20:55,Online
2483,784,667,343,229,6,502.46,2014-05-21 06:06:41,Online
2484,267,986,822,3,11,324.64,2018-01-25 23:18:24,Física
2485,592,163,603,226,34,532.58,2015-01-15 05:10:38,Online
2486,430,951,741,378,73,587.05,2020-12-18 13:08:16,Física
2487,940,955,558,472,100,736.47,2018-03-28 20:20:35,Online
2488,286,569,163,376,7,68.9,2020-09-25 22:11:55,Física
2489,155,938,611,174,82,859.79,2021-08-28 15:32:31,Online
2490,138,675,649,198,13,565.24,2018-12-07 15:31:04,Física
2491,314,518,430,196,15,690.33,2020-04-06 02:59:39,Online
2492,210,389,949,217,71,943.56,2017-01-19 09:47:10,Física
2493,523,272,890,100,62,759.65,2015-11-25 07:52:57,Online
2494,781,197,613,155,67,31.75,2017-08-21 09:11:04,Física
2495,36,376,396,314,4,184.27,2014-11-30 00:09:54,Física
2496,720,626,992,75,55,145.39,2015-01-11 03:39:11,Online
2497,930,463,924,419,66,278.68,2015-10-22 17:53:29,Online
2498,83,154,52,327,82,848.86,2021-05-22 23:42:34,Física
2499,162,385,345,250,85,482.71,2020-04-06 17:19:15,Online
2500,522,321,114,189,53,729.25,2019-04-02 04:50:44,Online
2501,414,382,172,86,9,307.26,2019-03-05 03:37:10,Online
2502,641,160,415,205,98,304.92,2020-06-30 07:42:45,Física
2503,865,96,161,291,44,606.96,2021-12-17 04:35:06,Física
2504,471,951,72,66,36,97.5,2017-08-08 18:41:47,Física
2505,537,544,756,97,59,427.69,2015-12-03 16:09:14,Online
2506,350,303,896,44,14,859.76,2017-11-06 16:02:33,Online
2507,440,287,380,4,47,433.98,2020-02-10 01:24:24,Física
2508,172,217,777,60,55,328.99,2015-06-09 08:07:16,Online
2509,341,151,42,95,16,18.75,2020-02-02 02:17:13,Online
2510,538,387,581,101,74,743.97,2014-07-23 17:08:19,Física
2511,966,400,948,327,16,25.1,2015-10-09 00:01:32,Online
2512,764,591,272,27,67,979.86,2015-05-01 01:02:17,Física
2513,898,290,685,48,4,455.09,2017-08-22 02:06:10,Online
2514,713,421,367,218,58,541.26,2018-10-27 07:41:17,Online
2515,106,17,298,389,37,743.56,2016-05-01 12:08:30,Online
2516,67,314,300,469,71,700.4,2017-06-15 15:20:23,Online
2517,462,179,235,221,73,809.25,2017-04-06 19:13:10,Online
2518,502,438,246,401,35,891.82,2016-05-05 06:07:42,Online
2519,464,674,109,435,32,421.72,2017-04-16 00:24:47,Física
2520,108,278,259,333,75,532.24,2017-10-23 07:26:08,Online
2521,362,751,597,383,86,762.97,2016-11-03 21:32:34,Física
2522,471,54,425,113,19,659.67,2019-05-25 03:19:28,Online
2523,929,166,80,137,61,948.25,2016-10-06 21:51:17,Física
2524,659,839,678,249,93,792.99,2016-06-16 02:32:38,Física
2525,672,180,916,93,87,865.28,2019-03-28 21:44:09,Online
2526,125,336,515,78,72,721.25,2014-07-19 17:00:53,Física
2527,20,918,931,334,52,351.18,2018-10-08 08:39:40,Física
2528,35,164,744,195,66,510.48,2020-01-26 04:20:17,Online
2529,849,218,104,12,98,321.74,2019-05-13 15:09:37,Online
2530,795,460,654,215,53,916.06,2019-06-18 13:23:56,Online
2531,808,220,18,161,42,232.32,2015-03-15 00:39:52,Online
2532,60,766,578,306,76,813.68,2017-12-07 07:35:41,Online
2533,586,440,65,293,30,127.43,2014-06-25 16:47:59,Física
2534,516,115,483,45,77,714.7,2014-05-10 05:27:26,Online
2535,114,226,685,203,23,355.73,2016-02-27 12:43:38,Online
2536,589,626,697,93,23,289.53,2020-01-08 22:16:37,Online
2537,603,891,19,205,98,398.64,2016-11-02 23:27:19,Física
2538,924,728,921,203,27,80.64,2020-06-10 23:21:27,Online
2539,827,977,114,361,66,142.63,2015-12-17 23:56:04,Física
2540,884,831,936,194,74,453.12,2014-06-26 04:28:20,Física
2541,320,155,410,260,44,191.99,2017-07-28 18:09:30,Online
2542,542,403,725,480,89,312.63,2018-05-31 16:48:38,Física
2543,168,745,517,212,45,20.42,2019-03-20 23:28:59,Física
2544,152,213,48,276,21,195.34,2016-07-29 18:11:32,Física
2545,638,115,58,256,8,457.46,2017-01-26 13:48:40,Online
2546,59,248,748,87,31,450.37,2021-03-06 21:07:38,Física
2547,277,124,852,475,55,861.08,2014-02-17 14:55:11,Física
2548,349,542,566,253,59,933.05,2020-10-02 09:22:30,Física
2549,724,238,162,253,86,427.44,2019-10-28 16:11:03,Online
2550,846,623,444,405,59,670.51,2016-04-12 19:48:14,Online
2551,692,105,663,207,68,858.54,2018-01-13 14:45:41,Online
2552,302,871,48,277,53,327.08,2015-04-27 00:13:21,Física
2553,62,778,354,32,90,49.63,2020-09-26 10:23:12,Online
2554,131,379,997,434,77,35.72,2018-02-24 03:38:10,Online
2555,712,314,250,11,26,718.72,2016-01-07 18:13:58,Física
2556,254,230,248,500,35,591.06,2020-05-04 18:53:43,Online
2557,178,93,442,81,83,159.05,2020-01-22 15:06:09,Física
2558,769,926,128,111,71,407.79,2016-08-11 00:32:29,Física
2559,422,264,675,166,2,195.07,2017-02-15 06:28:57,Online
2560,768,927,994,248,65,505.98,2021-02-15 19:28:11,Física
2561,759,29,459,269,72,531.27,2015-07-25 16:12:30,Online
2562,484,63,455,203,1,354.5,2014-03-28 12:47:23,Online
2563,800,429,992,449,11,845.98,2017-09-02 21:28:41,Online
2564,759,537,284,345,81,282.13,2014-12-09 21:13:38,Online
2565,583,533,639,181,47,648.8,2016-05-08 13:06:15,Física
2566,994,668,92,142,35,709.02,2020-11-03 23:46:32,Física
2567,366,204,445,193,44,420.88,2016-05-17 02:37:40,Física
2568,216,207,103,363,46,545.78,2017-02-02 17:41:27,Online
2569,449,579,993,218,66,433.95,2016-05-03 20:37:27,Física
2570,314,343,97,188,15,475.48,2014-03-15 10:28:31,Online
2571,97,616,915,165,60,930.15,2015-01-16 23:38:36,Online
2572,605,829,318,300,92,456.22,2018-06-25 10:16:57,Online
2573,356,663,197,24,72,648.87,2021-12-25 00:49:06,Física
2574,597,612,896,193,75,194.6,2016-04-10 01:32:20,Física
2575,620,534,78,258,75,647.33,2018-06-09 00:24:13,Online
2576,557,114,285,216,15,836.03,2015-03-27 06:17:56,Online
2577,157,807,664,478,95,391.07,2017-11-26 08:49:14,Online
2578,612,199,88,460,8,594.27,2014-04-16 10:43:22,Online
2579,640,277,240,430,73,691.57,2017-10-04 17:45:09,Online
2580,888,929,312,303,66,85.72,2021-08-28 20:02:09,Online
2581,553,806,440,82,59,854.86,2021-02-07 11:03:46,Física
2582,656,524,516,252,20,277.41,2016-11-13 06:37:37,Online
2583,502,538,894,217,67,614.69,2016-10-04 06:48:23,Física
2584,425,494,270,151,23,913.17,2021-06-07 20:54:07,Física
2585,659,852,342,402,80,270.3,2015-06-15 05:06:44,Online
2586,490,594,668,378,90,436.93,2020-02-13 16:35:39,Física
2587,380,928,78,53,14,259.7,2014-03-24 09:49:07,Online
2588,283,759,375,491,56,297.51,2015-11-22 19:09:50,Física
2589,851,709,813,174,18,16.5,2017-01-27 18:54:48,Física
2590,203,925,773,181,74,219.58,2014-06-01 09:18:12,Física
2591,472,55,754,316,91,970.06,2014-11-22 05:50:54,Física
2592,115,413,748,212,55,801.77,2018-10-30 18:13:10,Física
2593,493,666,349,403,71,109.89,2020-09-12 22:09:32,Online
2594,351,959,559,487,49,481.9,2020-01-19 01:31:46,Online
2595,11,328,753,40,74,432.47,2019-07-05 02:23:46,Online
2596,400,45,441,451,97,924.07,2021-01-22 23:55:26,Física
2597,259,956,767,97,5,374.47,2015-03-06 07:20:51,Online
2598,301,42,148,161,26,424.97,2021-03-08 13:39:11,Física
2599,921,668,96,8,40,986.21,2016-10-15 09:06:14,Online
2600,794,602,666,130,6,768.79,2020-01-28 17:48:03,Online
2601,442,165,53,62,95,799.26,2016-11-23 15:43:55,Física
2602,662,541,893,49,6,213.45,2019-12-15 20:35:09,Online
2603,449,985,434,325,99,625.07,2019-06-18 01:38:27,Física
2604,277,542,691,180,27,124.14,2021-05-01 19:00:45,Física
2605,420,241,9,210,37,251.05,2020-11-29 07:12:22,Online
2606,691,846,241,198,85,788.64,2021-10-13 04:53:14,Física
2607,906,35,784,365,59,288.94,2016-05-08 23:01:34,Online
2608,567,409,934,390,34,343.64,2019-09-05 00:47:45,Física
2609,937,450,317,288,80,451.8,2021-02-20 10:43:02,Online
2610,569,414,272,71,91,698.77,2016-12-30 07:56:33,Física
2611,315,906,151,362,79,516.17,2016-06-27 12:07:27,Online
2612,986,162,44,298,4,124.33,2018-10-21 07:32:22,Física
2613,750,410,481,274,55,987.03,2016-06-23 21:14:30,Física
2614,139,69,570,442,48,159.99,2020-03-25 11:52:14,Física
2615,370,908,432,75,54,97.94,2020-07-11 19:04:56,Online
2616,690,869,423,7,77,62.72,2018-10-15 11:37:01,Física
2617,201,961,67,105,38,9.83,2021-08-31 03:14:25,Física
2618,487,512,923,125,96,238.79,2021-08-12 14:53:29,Online
2619,436,427,175,56,52,777.15,2019-03-26 02:43:59,Online
2620,232,840,979,240,68,705.82,2018-08-31 11:10:38,Física
2621,393,77,733,391,46,140.42,2014-11-15 07:44:16,Física
2622,238,294,412,480,37,504.52,2018-02-15 06:40:18,Física
2623,863,109,303,60,39,243.46,2021-01-04 21:49:13,Online
2624,48,134,120,25,48,810.63,2018-09-25 00:34:33,Online
2625,291,428,156,351,18,853.68,2014-03-21 13:22:37,Online
2626,999,255,353,449,44,406.5,2020-10-11 02:05:57,Online
2627,946,653,465,458,61,417.69,2020-06-04 22:10:06,Física
2628,326,712,110,187,22,618.73,2020-11-10 10:31:07,Física
2629,450,605,442,90,93,143.13,2016-10-17 10:44:07,Online
2630,137,62,393,142,70,821.33,2017-11-14 10:35:39,Física
2631,442,529,937,232,37,349.52,2014-09-10 07:13:12,Online
2632,239,51,664,96,93,129.47,2018-09-08 00:50:42,Online
2633,508,389,635,445,49,280.55,2017-01-01 05:15:00,Online
2634,366,16,412,81,93,338.36,2020-11-15 19:08:01,Física
2635,642,764,209,200,99,733.09,2021-10-24 20:29:35,Física
2636,223,55,629,30,96,518.63,2014-02-03 12:29:59,Física
2637,993,703,925,81,17,46.0,2015-05-04 09:53:32,Online
2638,846,724,415,9,44,484.08,2017-10-26 22:53:40,Online
2639,311,850,992,478,100,640.45,2021-05-25 12:12:39,Online
2640,357,243,728,433,80,193.84,2018-09-22 21:27:42,Online
2641,847,124,648,488,99,854.0,2018-04-12 15:41:50,Online
2642,236,800,987,449,58,193.69,2016-03-11 22:17:02,Online
2643,882,675,19,2,40,775.58,2014-02-09 10:49:42,Física
2644,543,606,963,51,82,610.51,2020-11-10 19:30:47,Online
2645,189,526,973,316,78,695.53,2014-10-12 18:00:33,Física
2646,662,973,147,424,36,443.34,2019-10-16 17:43:01,Online
2647,35,124,851,339,52,706.46,2021-12-08 22:46:45,Online
2648,34,52,948,364,51,210.63,2017-01-04 23:12:35,Física
2649,260,367,365,500,85,112.92,2015-07-07 20:05:50,Online
2650,676,605,888,67,78,694.0,2016-05-20 14:12:52,Online
2651,384,499,820,180,90,856.38,2020-01-16 16:19:12,Física
2652,906,643,915,22,65,636.6,2014-08-23 12:33:44,Física
2653,422,157,907,126,82,115.81,2016-04-10 22:35:31,Online
2654,88,8,79,271,60,951.83,2015-05-23 05:01:44,Online
2655,778,468,610,141,65,752.78,2019-04-29 07:39:50,Online
2656,173,213,966,336,95,664.07,2021-03-06 21:59:57,Online
2657,106,765,522,228,37,163.82,2017-01-23 14:11:44,Física
2658,498,948,536,500,39,818.84,2016-11-28 14:47:36,Online
2659,101,475,698,69,63,554.22,2018-11-21 20:35:00,Física
2660,883,823,785,139,38,970.64,2020-08-23 07:08:49,Física
2661,308,385,455,390,77,49.17,2014-09-16 21:05:40,Online
2662,597,704,454,189,7,250.98,2020-06-29 07:07:00,Física
2663,606,687,216,466,29,210.17,2014-02-19 14:02:25,Online
2664,740,797,431,292,19,802.16,2020-04-01 08:56:10,Física
2665,712,22,989,48,41,476.2,2017-05-16 09:39:13,Física
2666,395,230,362,149,47,735.36,2017-06-16 18:08:57,Física
2667,899,23,22,368,6,564.23,2014-02-23 19:40:02,Física
2668,422,600,359,109,94,918.62,2018-04-11 10:56:18,Online
2669,461,720,692,364,94,238.39,2018-03-08 05:32:41,Física
2670,728,900,362,488,80,4.09,2015-04-24 17:39:59,Online
2671,413,973,703,8,14,499.19,2014-02-17 19:30:33,Online
2672,51,660,313,463,71,632.93,2017-06-14 00:59:18,Física
2673,744,75,338,209,56,238.35,2018-11-16 13:23:10,Física
2674,395,990,560,268,11,793.34,2017-03-15 11:35:14,Online
2675,61,515,98,174,15,36.52,2021-02-17 08:51:01,Física
2676,761,637,700,317,16,492.4,2015-08-06 22:54:39,Física
2677,367,414,714,499,13,813.46,2015-04-28 14:49:45,Física
2678,636,544,257,477,53,214.39,2015-12-29 21:49:51,Online
2679,147,471,14,254,88,693.86,2017-06-02 04:57:55,Física
2680,823,467,262,97,91,614.16,2020-11-09 22:13:21,Física
2681,731,507,757,25,9,380.76,2015-12-13 17:15:42,Online
2682,85,943,556,110,63,562.19,2015-12-23 06:00:18,Online
2683,700,965,684,402,61,196.94,2019-11-07 16:59:53,Física
2684,811,825,660,397,53,368.31,2016-10-11 01:02:01,Física
2685,746,98,51,487,9,710.63,2016-02-22 15:37:20,Física
2686,993,89,267,255,45,213.42,2017-06-26 10:26:09,Online
2687,189,780,737,196,73,945.27,2016-07-24 19:06:52,Física
2688,93,819,704,255,26,369.34,2014-12-20 19:20:41,Física
2689,666,598,560,217,60,186.23,2016-08-11 22:38:40,Física
2690,130,648,825,121,7,19.73,2018-05-05 14:17:51,Física
2691,570,778,887,353,54,339.2,2021-11-13 04:55:10,Online
2692,729,837,634,463,11,348.36,2021-04-10 23:45:22,Online
2693,275,784,337,493,70,866.58,2020-12-11 12:35:28,Física
2694,398,429,77,452,30,55.83,2014-10-14 17:57:38,Online
2695,394,647,323,296,33,673.36,2017-06-10 06:36:17,Física
2696,515,219,229,329,69,489.32,2017-10-28 22:31:08,Física
2697,847,905,888,239,60,457.47,2014-01-23 20:22:52,Online
2698,52,513,618,402,36,387.44,2014-01-14 15:42:31,Física
2699,150,847,501,188,77,296.34,2018-01-26 16:23:37,Online
2700,995,625,428,416,40,903.1,2014-06-07 16:35:22,Online
2701,595,319,358,409,92,503.29,2019-01-07 23:00:13,Física
2702,200,785,670,420,41,212.08,2021-01-21 15:00:54,Física
2703,929,935,283,445,58,804.45,2018-06-15 19:44:10,Física
2704,466,889,121,392,60,472.41,2016-03-15 17:58:33,Física
2705,300,839,828,187,23,980.17,2018-06-19 15:00:36,Online
2706,510,785,135,76,55,573.08,2017-04-29 22:44:58,Física
2707,751,671,222,83,86,539.83,2020-03-27 03:07:00,Online
2708,173,521,724,498,27,605.95,2021-04-14 22:09:15,Online
2709,364,670,625,414,55,408.1,2020-05-19 10:21:50,Física
2710,601,52,299,194,37,249.7,2016-06-10 17:24:06,Online
2711,950,952,62,64,40,884.62,2018-03-31 03:32:04,Online
2712,303,10,179,481,88,407.91,2015-03-29 06:34:07,Online
2713,307,62,339,243,32,398.81,2014-09-19 06:29:38,Online
2714,747,798,84,179,65,218.21,2015-05-09 17:00:15,Online
2715,83,42,776,197,72,599.96,2018-02-06 09:28:23,Online
2716,100,845,977,448,19,918.97,2018-06-26 17:08:16,Online
2717,697,879,959,10,29,474.21,2016-10-13 00:35:21,Física
2718,357,213,315,314,85,352.28,2021-11-25 03:55:33,Física
2719,624,758,548,268,23,387.97,2016-12-19 04:09:03,Online
2720,761,263,167,80,89,830.74,2017-06-23 05:38:57,Online
2721,82,519,875,357,88,344.35,2014-02-14 20:35:50,Online
2722,469,417,719,53,34,227.18,2014-11-08 00:23:28,Online
2723,422,351,799,93,3,194.61,2014-01-04 03:12:51,Online
2724,733,777,288,152,26,849.48,2017-03-26 20:18:11,Online
2725,570,460,165,396,72,320.19,2020-04-19 13:17:05,Online
2726,926,977,481,384,75,7.41,2021-06-05 11:25:00,Física
2727,327,634,138,93,38,550.49,2019-01-23 15:13:53,Online
2728,722,802,766,325,74,14.16,2016-03-13 05:52:10,Física
2729,671,97,8,229,22,735.7,2019-04-02 03:25:54,Física
2730,4,408,95,240,46,865.39,2020-04-24 06:57:12,Física
2731,676,244,334,249,31,287.18,2021-11-03 09:01:07,Online
2732,124,215,482,187,73,674.91,2021-09-19 07:41:38,Física
2733,18,264,324,355,6,22.28,2019-02-23 15:45:15,Online
2734,351,990,751,274,59,715.08,2018-02-22 23:23:53,Online
2735,123,137,339,45,97,342.65,2021-06-02 14:40:21,Física
2736,106,891,102,101,79,996.73,2014-12-07 21:35:33,Física
2737,450,671,543,239,72,655.48,2021-01-13 14:39:23,Online
2738,123,634,620,251,34,930.18,2021-07-26 11:28:05,Online
2739,330,689,698,42,36,860.4,2017-10-11 12:00:42,Física
2740,563,654,337,260,45,704.82,2020-04-01 01:12:16,Online
2741,788,456,134,411,99,606.62,2016-08-04 03:58:18,Online
2742,427,499,913,310,56,743.77,2020-03-15 20:58:49,Física
2743,992,214,485,171,84,973.92,2017-08-10 15:55:45,Online
2744,321,438,881,494,69,691.88,2015-03-08 18:14:39,Física
2745,530,965,756,500,65,690.99,2016-09-29 16:18:45,Online
2746,54,997,674,244,56,953.23,2021-09-08 18:55:47,Física
2747,378,859,412,433,14,580.91,2016-04-04 10:53:38,Física
2748,75,318,348,206,42,381.84,2020-09-26 23:44:29,Física
2749,598,399,886,372,17,503.49,2015-03-09 17:52:00,Física
2750,904,418,716,73,98,670.45,2014-09-18 02:02:14,Física
2751,355,786,393,376,15,171.02,2021-03-08 08:06:16,Física
2752,390,793,998,289,75,612.36,2016-04-22 05:21:44,Física
2753,718,967,79,297,69,206.95,2019-04-14 04:54:26,Física
2754,762,329,365,181,38,896.85,2021-05-05 22:02:56,Online
2755,249,468,368,491,88,690.61,2018-06-29 10:17:50,Física
2756,24,513,137,183,92,182.12,2021-07-24 10:09:54,Física
2757,223,993,123,35,35,877.99,2021-09-01 17:21:26,Online
2758,417,58,51,281,94,691.59,2018-11-17 03:13:37,Física
2759,80,255,383,82,61,67.22,2018-07-17 13:47:08,Online
2760,564,150,471,27,63,103.45,2019-06-19 14:13:06,Online
2761,889,135,154,411,12,648.04,2016-04-13 23:27:13,Física
2762,456,729,694,235,34,415.31,2018-03-08 21:34:25,Física
2763,298,364,130,237,21,47.64,2016-09-10 17:02:27,Física
2764,437,839,3,220,73,28.05,2014-10-23 17:04:06,Física
2765,937,738,438,499,96,861.55,2015-10-10 19:45:33,Física
2766,539,247,289,48,82,231.86,2020-06-23 22:36:43,Física
2767,524,531,113,359,23,373.18,2016-10-19 11:06:18,Online
2768,496,649,404,450,27,58.17,2021-01-15 11:27:56,Online
2769,381,7,704,55,15,741.11,2019-12-08 17:36:12,Online
2770,383,880,436,327,21,566.38,2021-10-02 01:23:58,Física
2771,459,75,26,129,41,245.67,2018-07-21 05:04:38,Online
2772,68,625,228,20,27,197.69,2016-02-26 11:57:30,Online
2773,205,375,338,314,99,38.92,2018-03-22 05:16:57,Física
2774,90,519,952,303,75,650.86,2021-08-11 02:22:22,Física
2775,794,293,79,412,87,900.2,2021-10-19 23:53:05,Online
2776,784,521,951,328,40,916.87,2017-06-26 08:40:08,Física
2777,977,85,562,104,80,78.39,2020-02-14 08:32:35,Física
2778,402,298,956,159,16,183.17,2015-03-27 21:04:26,Online
2779,121,536,500,490,47,988.82,2014-01-20 17:08:37,Física
2780,973,469,266,262,91,368.25,2014-10-11 19:34:59,Física
2781,66,406,777,131,5,654.41,2014-02-11 14:52:57,Online
2782,127,133,561,18,33,349.03,2015-09-19 20:23:14,Online
2783,669,947,747,214,89,742.36,2017-11-09 09:54:24,Online
2784,713,426,504,128,81,403.08,2015-01-10 10:45:18,Física
2785,475,962,558,327,93,493.32,2019-04-06 08:47:30,Online
2786,101,685,743,433,58,692.9,2016-11-01 20:13:28,Física
2787,712,199,430,382,77,986.58,2015-10-31 00:51:27,Física
2788,560,950,269,248,84,989.65,2017-11-06 08:11:46,Física
2789,963,85,63,374,14,53.56,2016-02-09 17:27:16,Física
2790,105,87,465,223,95,869.13,2016-03-10 22:06:55,Online
2791,471,228,572,93,8,811.82,2019-06-10 02:44:11,Física
2792,491,796,612,164,3,207.59,2019-06-27 21:11:09,Online
2793,288,141,738,404,45,403.95,2019-11-12 05:25:26,Física
2794,944,344,397,485,94,580.21,2018-08-11 08:45:31,Online
2795,778,336,451,422,41,684.95,2020-10-19 00:13:50,Física
2796,932,705,305,427,30,462.56,2021-04-03 07:12:29,Física
2797,725,32,795,99,17,979.55,2016-03-15 09:04:26,Física
2798,554,449,742,108,94,646.7,2020-04-27 08:44:35,Online
2799,957,818,39,297,83,400.99,2017-02-11 11:49:54,Online
2800,3,931,313,32,42,802.2,2016-09-05 09:45:09,Online
2801,841,395,549,319,6,265.22,2020-06-30 19:24:52,Física
2802,120,615,788,349,46,501.35,2016-05-15 00:51:08,Online
2803,937,463,226,313,95,206.04,2016-04-14 16:18:54,Física
2804,429,620,167,203,92,154.38,2017-06-17 00:51:14,Online
2805,713,428,487,465,22,384.14,2018-05-26 01:47:07,Online
2806,277,727,107,343,52,363.13,2017-02-19 10:22:29,Física
2807,666,144,804,181,28,448.73,2016-09-09 07:33:03,Física
2808,549,152,226,266,59,990.52,2016-08-10 22:45:30,Física
2809,164,559,123,30,71,448.71,2019-02-15 07:36:43,Online
2810,748,723,794,69,11,731.86,2017-09-27 17:22:03,Física
2811,137,670,847,215,1,190.63,2015-04-08 16:05:40,Física
2812,370,124,554,110,11,804.76,2015-02-16 01:21:24,Online
2813,494,155,683,109,80,107.25,2021-03-18 19:13:01,Online
2814,562,634,223,56,94,17.05,2019-07-02 08:17:00,Online
2815,452,869,411,358,51,37.58,2018-08-26 21:21:46,Online
2816,784,818,69,461,51,665.89,2016-11-13 18:39:20,Online
2817,30,335,7,357,67,234.41,2017-03-31 07:31:37,Física
2818,82,616,880,309,91,128.05,2016-10-17 01:34:59,Online
2819,695,588,182,206,50,865.84,2018-09-24 07:21:13,Física
2820,278,337,646,260,91,241.92,2015-09-21 08:47:42,Online
2821,478,822,271,492,25,522.18,2018-04-26 16:00:41,Física
2822,96,532,418,494,40,822.7,2019-05-05 17:56:21,Online
2823,238,666,56,422,1,20.39,2020-06-25 11:37:20,Online
2824,29,657,232,151,48,591.63,2019-12-03 04:22:02,Online
2825,298,703,781,322,22,944.92,2020-01-23 08:04:14,Física
2826,932,957,400,124,3,981.32,2020-08-29 18:55:42,Física
2827,701,480,512,63,98,711.43,2019-03-26 21:51:33,Online
2828,785,405,938,437,7,206.96,2021-04-07 00:24:30,Física
2829,254,13,958,277,81,280.41,2016-03-22 05:34:59,Física
2830,957,452,285,148,96,673.85,2021-03-19 07:58:54,Física
2831,401,429,935,158,67,451.55,2019-08-16 08:50:14,Física
2832,754,165,958,66,60,998.87,2017-12-03 18:04:36,Física
2833,65,944,751,442,81,486.96,2015-04-28 16:53:22,Online
2834,532,999,483,9,46,594.85,2019-06-06 18:58:06,Online
2835,62,28,100,33,48,433.47,2020-12-10 19:15:41,Física
2836,235,485,50,218,14,953.3,2014-11-01 08:40:27,Física
2837,617,581,996,397,86,253.66,2019-11-04 01:25:46,Online
2838,230,327,773,146,77,575.79,2020-10-04 18:47:33,Online
2839,151,473,799,470,80,58.36,2021-12-29 11:17:16,Online
2840,54,166,97,218,33,713.77,2015-01-30 07:25:40,Online
2841,228,848,479,167,82,453.28,2015-02-17 03:57:59,Online
2842,783,262,636,83,88,3.56,2018-01-25 19:25:31,Física
2843,493,725,263,291,21,350.84,2018-10-04 19:09:09,Online
2844,305,763,231,439,11,755.62,2021-10-18 14:28:55,Física
2845,986,920,652,175,5,568.9,2017-06-16 05:02:27,Física
2846,341,817,27,102,2,455.83,2017-07-06 22:05:48,Física
2847,354,252,344,7,83,244.02,2015-01-16 01:45:24,Física
2848,14,427,814,450,23,599.41,2019-06-09 08:50:34,Física
2849,87,690,755,360,72,482.49,2019-07-23 20:51:22,Online
2850,450,131,572,421,4,667.14,2021-03-22 08:55:39,Online
2851,429,983,376,89,15,581.48,2019-10-01 04:43:22,Física
2852,548,423,111,4,78,907.31,2014-01-19 22:02:40,Física
