Campanha_ID,Loja_ID,Nome,Canal,Investimento,Vendas Geradas,Data de Início,Data de Fim
479,29,Clássica Impacto Clássica,TV,587.02,0,2019-03-08 23:29:15,2019-08-21 05:51:22
480,438,Viral Impacto Inovação,Influenciadores,209.05,31,2018-09-01 21:26:37,2019-04-26 07:33:34
481,767,Direta Campanha Tecnológica,Email Marketing,646.5,11,2024-06-12 18:31:39,2025-05-31 10:04:28
482,706,Conectada Impacto Nacional,Redes Sociais,939.12,0,2018-03-17 07:47:41,2018-04-24 17:04:45
483,4,Direta Impacto Local,Email Marketing,373.42,37,2022-08-16 01:37:39,2022-12-03 17:42:48
484,460,Viral Promoção Digital,Influenciadores,819.29,0,2014-01-25 07:59:38,2014-02-12 15:59:09
485,965,Alvo Promoção Tradicional,Google Ads,399.62,256,2024-03-12 18:14:59,2025-03-02 16:10:53
486,499,Clássica Campanha Desportiva,TV,349.14,36,2015-12-16 14:58:27,2016-08-27 00:59:17
487,23,Direta Impacto Rural,Email Marketing,312.76,0,2021-07-27 07:02:32,2022-07-10 15:51:49
488,92,Conectada Campanha De Luxo,Redes Sociais,978.73,30,2022-07-17 10:13:30,2022-10-07 19:03:25
489,33,Alvo Impacto Vintage,Google Ads,455.59,215,2020-05-17 18:00:28,2021-02-25 14:21:22
490,39,Clássica Promoção Online,TV,751.59,167,2015-04-14 21:05:01,2015-11-18 20:15:57
491,685,Viral Campanha Nacional,Influenciadores,381.55,141,2022-07-07 14:06:25,2023-07-04 16:30:58
492,250,Conectada Campanha Clássica,Redes Sociais,286.14,0,2022-10-24 02:04:42,2023-10-08 05:33:05
493,353,Viral Impacto Global,Influenciadores,515.73,0,2014-12-01 05:03:39,2015-04-22 23:35:03
494,324,Clássica Promoção Local,TV,679.84,0,2019-03-19 10:57:45,2019-08-30 20:07:12
495,676,Clássica Campanha Fitness,TV,338.86,0,2019-08-14 16:31:44,2019-12-15 01:57:20
496,723,Viral Campanha Gourmet,Influenciadores,492.78,117,2014-02-22 03:35:42,2014-10-22 13:41:42
497,353,Direta Impacto Global,Email Marketing,488.54,0,2017-07-07 12:54:36,2017-08-31 01:48:23
498,643,Viral Impacto Ecológica,Influenciadores,600.34,0,2020-12-06 13:11:44,2021-01-02 21:29:13
499,354,Direta Campanha Contemporânea,Email Marketing,917.54,246,2018-09-28 11:43:07,2019-09-23 21:44:31
500,210,Conectada Promoção Tradicional,Redes Sociais,555.96,70,2017-06-01 17:12:13,2017-11-25 19:23:22
501,866,Alvo Campanha Gourmet,Google Ads,501.28,0,2018-09-25 02:15:51,2019-03-18 15:25:33
502,104,Alvo Campanha Online,Google Ads,695.64,0,2020-05-17 11:13:03,2020-11-30 20:51:59
503,363,Alvo Campanha Artística,Google Ads,269.28,83,2022-07-02 02:27:27,2023-02-26 11:38:25
504,662,Viral Campanha Fitness,Influenciadores,545.38,21,2021-09-21 18:06:12,2021-12-24 11:49:58
505,466,Conectada Campanha Online,Redes Sociais,681.29,55,2021-05-08 23:51:26,2021-11-14 16:13:08
506,599,Clássica Promoção Vintage,TV,613.22,0,2018-10-26 19:27:30,2019-03-24 02:18:13
507,956,Direta Promoção Online,Email Marketing,637.98,0,2014-08-28 09:10:59,2014-11-15 21:48:10
508,574,Viral Impacto Contemporânea,Influenciadores,514.5,0,2017-11-13 01:30:19,2017-11-29 05:28:22
509,351,Conectada Campanha Familiar,Redes Sociais,423.13,0,2024-08-11 09:33:46,2025-04-02 05:26:53
510,932,Viral Campanha Ecológica,Influenciadores,492.76,38,2019-03-29 11:26:46,2019-05-21 12:07:30
511,755,Conectada Campanha Ecológica,Redes Sociais,511.93,30,2019-07-02 02:14:34,2020-06-28 05:01:56
512,997,Viral Promoção Familiar,Influenciadores,924.3,84,2018-07-03 18:10:34,2019-03-20 04:25:23
513,312,Alvo Promoção Local,Google Ads,946.42,0,2020-12-19 20:14:35,2021-03-02 23:34:09
514,219,Clássica Campanha Gourmet,TV,297.96,0,2019-02-04 23:34:54,2019-05-01 00:36:56
515,959,Clássica Promoção Gourmet,TV,792.35,0,2016-03-06 09:35:01,2016-05-18 21:00:52
516,859,Conectada Promoção Global,Redes Sociais,649.43,0,2017-03-22 11:53:02,2017-06-10 04:46:55
517,645,Direta Campanha Gourmet,Email Marketing,226.64,0,2016-07-08 17:51:11,2017-01-23 04:33:31
518,507,Direta Campanha Clássica,Email Marketing,925.55,0,2015-08-25 01:59:45,2015-12-26 07:56:42
519,459,Conectada Promoção Clássica,Redes Sociais,483.36,0,2018-02-23 03:39:47,2018-04-17 22:49:10
520,894,Alvo Impacto Ecológica,Google Ads,208.67,28,2015-01-12 18:10:56,2015-07-10 10:11:54
521,337,Viral Impacto Tradicional,Influenciadores,614.23,0,2016-06-20 01:32:39,2016-09-16 13:48:32
522,456,Direta Campanha Fitness,Email Marketing,974.87,21,2015-02-17 06:02:53,2015-04-08 13:40:06
523,740,Conectada Campanha Tradicional,Redes Sociais,912.26,0,2016-05-19 14:27:55,2017-01-23 16:48:37
524,306,Alvo Campanha Local,Google Ads,546.44,120,2019-02-03 09:44:49,2020-01-13 16:22:35
525,832,Viral Campanha De Luxo,Influenciadores,385.36,96,2022-04-03 20:08:21,2022-08-01 20:43:39
526,33,Alvo Campanha Retro,Google Ads,675.18,80,2015-10-24 05:22:35,2016-04-15 21:04:21
527,888,Viral Campanha Ecológica,Influenciadores,915.02,27,2024-06-22 07:39:42,2025-04-22 09:57:40
528,378,Viral Impacto Gourmet,Influenciadores,815.81,158,2024-02-11 17:42:25,2024-10-26 01:55:35
529,848,Viral Promoção Artística,Influenciadores,753.22,0,2015-01-12 20:04:11,2015-11-07 11:49:20
530,631,Direta Promoção Gourmet,Email Marketing,450.8,0,2014-06-05 22:12:08,2014-07-21 18:16:22
531,492,Direta Impacto Vintage,Email Marketing,987.96,21,2014-06-03 06:41:24,2015-01-02 03:59:27
532,470,Clássica Impacto Fitness,TV,901.96,313,2016-07-27 01:55:17,2017-07-26 08:05:21
533,977,Conectada Promoção Artística,Redes Sociais,477.96,70,2016-06-16 16:29:53,2016-09-16 07:35:42
534,223,Alvo Campanha Digital,Google Ads,322.3,0,2024-09-14 01:00:15,2025-03-11 23:50:38
535,813,Viral Impacto Digital,Influenciadores,221.25,28,2022-05-23 12:09:56,2023-03-19 02:52:34
536,281,Clássica Promoção Gourmet,TV,766.27,103,2020-02-07 11:14:32,2020-10-31 17:19:31
537,768,Alvo Impacto Tecnológica,Google Ads,561.73,0,2024-10-28 22:14:14,2025-08-12 16:44:07
538,737,Viral Campanha Contemporânea,Influenciadores,433.56,74,2022-12-17 06:06:23,2023-10-10 14:30:39
539,640,Viral Promoção Desportiva,Influenciadores,372.4,33,2017-02-16 13:25:58,2017-06-21 16:49:30
540,224,Viral Promoção Inovação,Influenciadores,437.46,0,2022-06-29 10:37:57,2022-08-24 01:22:00
541,960,Alvo Campanha Global,Google Ads,276.54,0,2016-07-15 02:55:25,2016-08-11 06:50:26
542,813,Clássica Campanha Familiar,TV,991.17,0,2023-11-04 03:40:38,2023-12-30 18:11:40
543,565,Conectada Campanha Ecológica,Redes Sociais,413.73,38,2014-03-07 05:05:40,2015-02-14 13:41:24
544,178,Conectada Campanha Fitness,Redes Sociais,971.53,0,2024-12-05 12:19:35,2025-04-12 08:02:56
545,26,Clássica Impacto Vintage,TV,911.61,127,2020-05-04 15:14:52,2021-05-03 16:58:54
546,426,Clássica Campanha Vintage,TV,407.3,10,2019-11-17 02:01:15,2020-01-19 17:43:24
547,886,Direta Campanha Online,Email Marketing,256.14,0,2021-10-07 11:01:52,2022-01-13 14:02:53
548,832,Conectada Campanha Online,Redes Sociais,282.7,183,2020-10-22 23:43:12,2021-07-04 15:22:19
549,728,Direta Impacto Online,Email Marketing,869.65,211,2020-08-01 19:24:01,2021-06-27 11:11:47
550,570,Alvo Impacto Retro,Google Ads,208.77,102,2023-04-25 06:51:28,2024-04-04 01:35:43
551,170,Alvo Promoção Retro,Google Ads,790.34,22,2024-01-29 02:45:37,2024-11-24 12:44:30
552,122,Conectada Impacto Retro,Redes Sociais,918.98,0,2020-09-03 22:38:14,2021-08-16 14:52:23
553,814,Conectada Promoção Urbana,Redes Sociais,999.0,0,2020-07-09 14:49:49,2021-04-30 17:22:15
554,87,Clássica Campanha Global,TV,722.75,0,2016-07-06 00:37:56,2016-10-17 10:28:44
555,605,Clássica Impacto Gourmet,TV,866.45,4,2019-04-02 16:24:09,2020-03-24 09:43:40
556,196,Clássica Campanha Inovação,TV,587.8,83,2014-08-19 13:22:43,2014-11-26 23:33:21
557,777,Direta Impacto Tradicional,Email Marketing,827.36,208,2015-08-23 19:49:01,2016-04-04 10:01:45
558,748,Viral Campanha Desportiva,Influenciadores,325.54,49,2016-03-03 03:57:44,2016-05-06 00:53:35
559,84,Alvo Promoção Nacional,Google Ads,407.29,69,2016-07-21 08:19:43,2017-07-03 02:45:17
560,773,Viral Promoção Local,Influenciadores,538.31,0,2024-03-06 11:25:08,2024-05-17 21:14:24
561,363,Clássica Impacto Gourmet,TV,588.04,78,2020-08-19 20:27:05,2021-03-30 21:18:34
562,230,Clássica Impacto Sustentável,TV,910.22,0,2014-01-29 00:30:20,2014-04-22 15:54:43
563,849,Direta Campanha Nacional,Email Marketing,702.15,0,2019-07-03 19:38:53,2020-05-25 05:42:27
564,657,Alvo Impacto Rural,Google Ads,951.61,0,2015-02-26 08:24:51,2015-08-02 13:17:23
565,991,Direta Impacto Digital,Email Marketing,298.19,0,2018-04-25 20:46:18,2018-09-26 02:38:57
566,672,Direta Campanha Sustentável,Email Marketing,866.27,3,2019-06-19 18:53:37,2020-04-09 18:52:33
567,542,Clássica Promoção Local,TV,677.02,0,2022-05-17 20:29:00,2022-10-11 23:17:22
568,949,Clássica Promoção Urbana,TV,757.23,0,2016-05-30 23:56:10,2016-07-19 02:48:03
569,816,Viral Promoção Nacional,Influenciadores,503.39,52,2023-10-20 13:17:03,2024-05-26 07:12:13
570,151,Alvo Campanha Rural,Google Ads,951.31,124,2019-07-07 15:08:06,2020-07-04 16:51:23
571,843,Conectada Campanha Clássica,Redes Sociais,520.24,77,2022-02-13 10:07:47,2022-05-25 00:55:27
572,414,Conectada Promoção De Luxo,Redes Sociais,586.27,61,2020-03-18 18:38:16,2020-12-27 10:13:22
573,931,Direta Impacto Contemporânea,Email Marketing,420.41,0,2014-07-23 06:21:29,2014-08-18 17:20:08
574,842,Viral Campanha Inovação,Influenciadores,550.34,0,2022-08-18 17:10:59,2023-07-07 05:43:17
575,459,Conectada Impacto Online,Redes Sociais,552.05,0,2021-10-09 23:08:34,2021-12-02 06:25:47
576,208,Alvo Campanha Tecnológica,Google Ads,488.41,201,2018-12-09 23:53:04,2019-11-22 09:42:37
577,832,Alvo Promoção Nacional,Google Ads,762.73,15,2024-08-01 04:04:36,2025-03-17 10:10:12
578,259,Conectada Campanha Retro,Redes Sociais,222.0,0,2020-03-21 10:33:15,2020-04-10 17:56:40
579,846,Conectada Campanha Nacional,Redes Sociais,412.99,138,2015-03-31 03:27:30,2016-01-17 04:25:37
580,313,Alvo Campanha Gourmet,Google Ads,227.22,42,2015-12-30 13:58:16,2016-03-26 19:58:53
581,921,Clássica Impacto Desportiva,TV,376.97,0,2024-11-21 01:25:32,2025-04-15 07:00:39
582,670,Alvo Campanha Online,Google Ads,580.02,0,2024-11-07 02:58:40,2025-06-18 20:38:43
583,151,Conectada Promoção Fitness,Redes Sociais,635.56,0,2023-08-21 23:28:29,2024-04-03 14:45:40
584,148,Direta Impacto Nacional,Email Marketing,998.14,223,2014-07-27 10:45:46,2015-06-10 03:54:06
585,435,Clássica Promoção Desportiva,TV,390.17,13,2024-09-30 05:38:39,2024-12-26 11:10:18
586,638,Viral Campanha Desportiva,Influenciadores,823.02,66,2014-12-29 18:47:43,2015-08-14 06:26:30
587,902,Viral Campanha Tradicional,Influenciadores,971.83,71,2022-05-25 07:47:12,2023-03-12 16:33:13
588,981,Clássica Promoção Gourmet,TV,951.59,104,2019-01-23 08:37:49,2019-08-13 16:46:14
589,832,Clássica Impacto Clássica,TV,257.43,9,2019-03-23 06:14:48,2019-07-13 06:49:14
590,981,Direta Campanha Vintage,Email Marketing,354.31,130,2019-09-14 20:29:14,2020-07-14 04:34:35
591,718,Direta Campanha Digital,Email Marketing,438.84,0,2017-01-22 05:26:16,2017-09-28 05:24:17
592,73,Viral Campanha Retro,Influenciadores,329.46,0,2022-10-22 17:41:17,2023-07-17 19:49:41
593,515,Direta Campanha Urbana,Email Marketing,836.26,0,2023-03-30 06:31:34,2023-04-16 02:34:01
594,88,Conectada Promoção Desportiva,Redes Sociais,216.11,91,2015-07-17 06:53:33,2016-02-14 13:00:45
595,821,Clássica Campanha Vintage,TV,300.45,0,2014-11-11 17:33:51,2015-07-12 08:29:32
596,75,Alvo Campanha De Luxo,Google Ads,773.63,67,2019-11-15 03:23:49,2020-07-22 23:47:41
597,89,Viral Impacto Nacional,Influenciadores,510.57,74,2024-05-04 22:09:00,2025-02-09 03:12:33
598,276,Alvo Promoção Tradicional,Google Ads,289.38,112,2016-05-07 00:27:58,2016-12-29 12:38:36
599,198,Conectada Impacto Vintage,Redes Sociais,415.35,81,2020-12-23 12:38:34,2021-09-10 08:52:57
600,955,Alvo Promoção Tecnológica,Google Ads,756.0,94,2020-06-04 13:57:47,2021-02-10 01:34:01
601,13,Alvo Campanha Sustentável,Google Ads,332.85,15,2019-10-16 05:04:02,2020-06-26 19:06:54
602,569,Conectada Campanha Gourmet,Redes Sociais,531.23,95,2018-06-16 20:01:01,2018-10-02 13:14:28
603,407,Viral Promoção Tecnológica,Influenciadores,703.96,12,2015-10-17 12:43:17,2016-07-10 08:06:35
604,195,Alvo Campanha Online,Google Ads,704.31,70,2019-07-09 14:56:25,2019-11-26 15:16:04
605,434,Alvo Promoção Rural,Google Ads,220.2,66,2015-10-02 01:41:45,2016-06-14 04:05:20
606,442,Alvo Impacto Contemporânea,Google Ads,675.66,18,2022-03-03 06:20:58,2022-05-01 14:49:30
607,366,Clássica Impacto Tecnológica,TV,582.44,0,2016-07-31 05:26:19,2016-09-10 09:26:36
608,452,Clássica Promoção Cultural,TV,620.54,0,2017-01-16 22:59:34,2017-12-21 05:34:52
609,990,Clássica Promoção Online,TV,567.97,43,2023-11-01 18:48:48,2024-08-30 22:47:04
610,887,Conectada Campanha Online,Redes Sociais,356.67,116,2019-02-23 02:15:43,2020-01-15 16:29:15
611,642,Viral Promoção Rural,Influenciadores,942.3,0,2015-10-11 23:57:00,2016-01-01 02:44:09
612,565,Conectada Promoção Contemporânea,Redes Sociais,827.63,0,2019-03-31 17:11:47,2019-04-25 11:01:40
613,181,Clássica Impacto Local,TV,480.56,87,2023-03-23 00:10:10,2024-03-06 16:49:51
614,278,Viral Impacto Nacional,Influenciadores,924.59,12,2024-09-02 01:17:45,2024-12-02 16:00:12
615,770,Alvo Campanha Retro,Google Ads,356.77,69,2019-05-22 11:54:16,2020-05-15 18:11:57
616,808,Alvo Campanha Local,Google Ads,607.98,0,2019-08-22 03:28:59,2020-08-14 18:23:52
617,934,Clássica Campanha Urbana,TV,752.32,53,2015-10-18 21:37:51,2016-04-21 03:11:11
618,4,Clássica Promoção Inovação,TV,356.66,0,2019-10-28 23:40:52,2020-01-26 20:26:29
619,810,Conectada Impacto Familiar,Redes Sociais,828.08,35,2022-08-03 07:48:58,2023-01-20 22:44:04
620,427,Direta Impacto Tradicional,Email Marketing,596.1,142,2023-07-09 20:26:48,2023-11-19 08:42:09
621,659,Direta Promoção Rural,Email Marketing,602.3,0,2024-12-30 20:46:36,2025-12-02 19:00:12
622,648,Viral Promoção Ecológica,Influenciadores,302.75,0,2022-01-07 21:43:43,2022-03-14 05:35:05
623,447,Conectada Promoção Rural,Redes Sociais,237.63,49,2020-02-04 08:42:21,2020-06-16 09:51:41
624,90,Conectada Promoção Tecnológica,Redes Sociais,342.82,29,2019-01-01 14:38:06,2019-07-20 05:10:44
625,157,Conectada Impacto Nacional,Redes Sociais,443.78,0,2018-02-23 06:55:58,2018-08-06 04:17:27
626,289,Conectada Campanha Gourmet,Redes Sociais,830.98,187,2018-03-20 14:49:32,2018-06-13 23:18:44
627,904,Viral Campanha Digital,Influenciadores,338.38,0,2021-02-18 15:47:04,2021-11-22 01:54:48
628,548,Clássica Impacto Online,TV,929.8,0,2022-05-16 14:48:50,2022-06-24 23:45:56
629,361,Direta Impacto Artística,Email Marketing,215.17,0,2020-08-17 16:40:57,2020-12-20 02:28:36
630,520,Clássica Impacto De Luxo,TV,707.28,59,2015-01-27 11:26:03,2015-04-25 20:35:17
631,155,Conectada Impacto Rural,Redes Sociais,381.52,0,2023-03-14 09:13:15,2023-05-22 14:51:36
632,465,Alvo Promoção Fitness,Google Ads,849.24,44,2024-04-08 16:22:13,2025-01-23 13:26:31
633,168,Direta Campanha Urbana,Email Marketing,691.68,0,2014-12-01 21:04:29,2015-04-18 19:17:48
634,538,Direta Promoção Global,Email Marketing,922.54,0,2017-04-13 19:49:52,2017-09-14 14:52:01
635,560,Viral Impacto Ecológica,Influenciadores,298.57,0,2021-05-03 00:18:16,2022-04-18 16:55:34
636,971,Alvo Impacto Urbana,Google Ads,739.55,0,2023-03-05 18:59:08,2023-11-04 19:55:00
637,184,Viral Promoção Fitness,Influenciadores,395.02,51,2019-10-08 03:34:09,2020-02-24 15:25:17
638,457,Direta Impacto Urbana,Email Marketing,512.01,15,2014-06-02 18:50:07,2015-05-18 10:02:52
639,441,Direta Campanha Desportiva,Email Marketing,318.45,51,2016-07-20 08:54:56,2017-07-03 07:04:12
640,347,Conectada Impacto Ecológica,Redes Sociais,714.88,0,2024-10-31 18:33:14,2025-03-21 14:11:27
641,84,Conectada Impacto Ecológica,Redes Sociais,842.4,0,2015-10-15 06:08:47,2016-08-29 16:56:07
642,987,Viral Campanha Digital,Influenciadores,441.59,21,2023-08-06 05:41:40,2023-12-25 00:34:28
643,100,Conectada Promoção Fitness,Redes Sociais,280.94,0,2019-08-08 03:57:30,2019-09-17 11:06:48
644,206,Clássica Promoção Online,TV,346.8,0,2023-05-03 19:38:26,2023-09-18 02:35:44
645,236,Alvo Promoção Artística,Google Ads,218.49,160,2015-12-03 01:15:27,2016-09-09 22:48:55
646,131,Direta Impacto Global,Email Marketing,877.83,38,2023-05-30 00:13:30,2023-12-23 14:25:23
647,638,Viral Campanha Ecológica,Influenciadores,429.04,0,2021-01-02 14:31:19,2021-01-24 13:26:43
648,814,Alvo Impacto Online,Google Ads,984.33,0,2023-01-22 18:07:24,2023-12-08 11:27:51
649,30,Direta Impacto Retro,Email Marketing,550.96,12,2017-05-04 21:35:48,2017-12-16 16:05:55
650,865,Alvo Promoção Vintage,Google Ads,414.53,0,2018-11-23 22:45:33,2019-06-02 05:41:26
651,210,Clássica Impacto Digital,TV,861.24,73,2021-04-14 19:12:44,2021-12-25 23:20:03
652,945,Direta Impacto Familiar,Email Marketing,716.2,94,2015-09-16 14:21:14,2016-02-24 04:55:27
653,597,Viral Impacto Ecológica,Influenciadores,780.48,144,2022-12-10 14:54:39,2023-07-22 07:47:04
654,57,Alvo Campanha Gourmet,Google Ads,928.4,0,2019-06-19 19:55:46,2019-10-07 14:08:03
655,252,Alvo Promoção De Luxo,Google Ads,864.9,0,2024-02-28 01:06:38,2025-02-07 10:04:01
656,750,Alvo Impacto Familiar,Google Ads,271.73,21,2018-04-23 20:07:06,2018-11-24 03:35:00
657,918,Direta Campanha Tecnológica,Email Marketing,724.69,63,2017-01-24 12:37:05,2017-12-25 07:57:24
658,203,Alvo Impacto Desportiva,Google Ads,735.06,0,2020-07-11 00:05:28,2021-02-08 04:36:52
659,49,Alvo Promoção Local,Google Ads,264.32,0,2024-06-25 05:49:27,2024-12-20 18:36:51
660,73,Clássica Impacto Online,TV,747.47,62,2018-08-30 00:19:51,2019-07-17 15:53:12
661,927,Direta Impacto Contemporânea,Email Marketing,749.25,0,2020-08-29 12:43:29,2020-10-03 11:46:18
662,315,Viral Impacto Clássica,Influenciadores,483.76,11,2023-08-18 10:21:16,2023-12-09 08:27:54
663,596,Viral Campanha Nacional,Influenciadores,363.33,78,2015-09-06 23:37:28,2016-05-07 13:07:33
664,924,Alvo Campanha Tecnológica,Google Ads,797.61,0,2017-10-04 01:02:00,2018-08-03 05:52:31
665,102,Direta Promoção Global,Email Marketing,285.65,0,2020-12-18 22:31:31,2021-08-02 04:35:24
666,130,Clássica Campanha De Luxo,TV,817.77,0,2014-02-16 01:03:10,2014-06-18 22:34:55
667,290,Viral Impacto Tecnológica,Influenciadores,707.98,0,2014-10-15 03:08:41,2015-01-24 01:07:36
668,164,Conectada Campanha Contemporânea,Redes Sociais,252.07,0,2017-02-08 20:37:49,2017-04-22 09:23:58
669,431,Conectada Promoção Global,Redes Sociais,300.97,0,2022-01-04 09:06:36,2022-06-17 22:43:18
670,477,Direta Campanha Clássica,Email Marketing,534.94,114,2017-03-23 00:21:50,2017-12-28 13:01:35
671,239,Conectada Promoção Gourmet,Redes Sociais,358.42,0,2019-10-11 09:58:41,2019-10-31 03:53:28
672,182,Alvo Campanha Nacional,Google Ads,303.37,54,2018-09-07 21:48:03,2019-04-24 11:27:41
673,801,Conectada Impacto Global,Redes Sociais,590.41,119,2022-05-25 19:12:15,2023-04-05 19:08:39
674,760,Direta Impacto Local,Email Marketing,608.07,71,2017-12-24 15:29:10,2018-10-21 16:27:44
675,487,Direta Impacto Ecológica,Email Marketing,986.93,91,2024-04-06 17:58:23,2024-10-18 10:40:56
676,645,Clássica Promoção De Luxo,TV,282.08,0,2020-06-02 03:05:31,2021-03-28 09:10:49
677,479,Direta Promoção Artística,Email Marketing,621.27,95,2024-05-03 23:11:40,2024-11-11 04:27:07
678,152,Direta Promoção Contemporânea,Email Marketing,202.51,173,2014-12-30 01:30:27,2015-09-01 17:49:55
679,717,Direta Promoção Clássica,Email Marketing,853.7,0,2024-01-09 20:13:08,2024-01-26 18:19:35
680,677,Conectada Impacto Tradicional,Redes Sociais,343.33,0,2018-08-17 14:00:38,2018-12-09 13:47:42
681,394,Clássica Promoção Clássica,TV,473.07,108,2020-10-29 08:57:51,2021-02-27 07:53:11
682,675,Direta Campanha Nacional,Email Marketing,704.69,0,2020-04-07 03:22:40,2020-08-07 21:50:25
683,219,Viral Promoção Artística,Influenciadores,915.99,100,2022-02-21 04:51:30,2022-11-18 10:58:33
684,257,Conectada Campanha De Luxo,Redes Sociais,951.86,0,2016-11-26 18:34:15,2017-03-27 16:31:06
685,515,Alvo Promoção Gourmet,Google Ads,487.01,0,2023-03-26 14:43:56,2023-11-10 06:15:28
686,548,Clássica Campanha Online,TV,870.45,92,2020-12-14 20:37:24,2021-04-29 14:09:13
687,836,Clássica Campanha Familiar,TV,322.32,0,2023-06-27 08:05:18,2024-05-29 11:19:18
688,255,Direta Impacto Inovação,Email Marketing,867.49,0,2022-12-31 17:42:50,2023-06-07 10:38:52
689,278,Clássica Promoção Fitness,TV,244.09,0,2019-08-01 18:45:15,2019-09-12 07:13:42
690,377,Clássica Campanha Desportiva,TV,632.26,0,2024-12-26 16:45:18,2025-04-20 17:28:43
691,762,Viral Promoção Sustentável,Influenciadores,906.57,0,2023-06-06 09:28:58,2024-03-19 11:43:45
692,259,Clássica Impacto Rural,TV,592.02,0,2022-01-27 08:42:42,2022-09-03 18:43:15
693,716,Clássica Promoção Global,TV,836.82,51,2017-08-31 00:58:48,2018-06-07 09:20:32
694,604,Alvo Impacto Sustentável,Google Ads,286.12,0,2021-04-20 10:42:07,2022-02-18 10:50:53
695,931,Conectada Promoção Local,Redes Sociais,843.24,104,2024-02-18 18:36:20,2024-09-29 17:42:21
696,908,Alvo Impacto Sustentável,Google Ads,810.42,0,2015-06-12 08:24:04,2015-11-20 10:37:46
697,620,Clássica Promoção Tecnológica,TV,912.94,175,2014-04-08 22:12:49,2015-04-09 21:25:55
698,384,Conectada Promoção Sustentável,Redes Sociais,563.67,0,2017-04-12 12:39:10,2017-08-12 04:49:59
699,189,Conectada Impacto Digital,Redes Sociais,377.7,25,2016-06-26 00:27:54,2016-08-24 22:06:41
700,559,Clássica Impacto Clássica,TV,681.22,0,2024-02-10 21:00:22,2025-01-26 01:49:50
701,955,Conectada Campanha Global,Redes Sociais,696.01,94,2020-06-02 07:06:30,2020-09-01 04:23:47
702,311,Viral Promoção Ecológica,Influenciadores,677.24,0,2024-05-17 08:13:20,2025-03-09 04:30:42
703,436,Viral Campanha Rural,Influenciadores,330.26,35,2018-06-26 07:05:23,2018-12-10 11:27:43
704,475,Conectada Promoção Tradicional,Redes Sociais,831.58,37,2018-09-17 19:18:13,2018-11-07 02:20:03
705,473,Direta Impacto Digital,Email Marketing,593.76,0,2018-12-03 04:19:08,2018-12-23 21:19:50
706,397,Conectada Campanha Tradicional,Redes Sociais,366.44,70,2018-09-12 00:03:29,2018-12-26 22:12:21
707,61,Viral Impacto Tecnológica,Influenciadores,272.47,3,2019-03-30 18:44:30,2020-01-19 13:09:04
708,70,Alvo Campanha Artística,Google Ads,757.74,0,2019-02-17 08:10:41,2019-04-28 19:07:31
709,420,Viral Promoção Artística,Influenciadores,518.65,0,2019-03-30 14:03:21,2019-08-01 08:21:46
710,683,Conectada Promoção Tecnológica,Redes Sociais,282.15,62,2015-01-20 03:57:39,2015-03-17 16:32:10
711,620,Direta Campanha Global,Email Marketing,380.51,0,2024-08-19 11:59:37,2025-01-30 11:09:51
712,929,Alvo Promoção Vintage,Google Ads,849.15,99,2014-04-03 19:00:41,2014-08-27 13:52:53
713,751,Conectada Promoção Clássica,Redes Sociais,939.85,28,2016-02-18 05:28:31,2016-08-09 03:08:06
714,869,Direta Campanha Global,Email Marketing,273.88,44,2023-12-31 06:35:51,2024-09-24 14:08:24
715,728,Direta Promoção Digital,Email Marketing,200.41,0,2015-01-28 07:59:44,2015-09-30 11:45:55
716,358,Conectada Impacto Gourmet,Redes Sociais,541.29,79,2018-04-07 02:44:05,2019-01-11 05:15:11
717,184,Conectada Campanha Gourmet,Redes Sociais,911.0,0,2020-04-07 04:33:30,2021-02-05 03:07:25
718,722,Clássica Campanha Inovação,TV,530.83,0,2020-05-26 00:17:26,2020-09-09 06:38:29
719,155,Clássica Promoção Tradicional,TV,276.76,0,2023-06-01 12:40:49,2023-09-11 19:44:42
720,509,Conectada Impacto Online,Redes Sociais,926.41,0,2018-02-08 02:55:43,2018-03-30 07:57:52
721,222,Alvo Promoção Tradicional,Google Ads,588.55,80,2024-03-17 00:20:10,2024-06-02 17:57:57
722,65,Alvo Campanha Urbana,Google Ads,565.17,79,2020-11-11 23:38:01,2021-06-03 00:44:24
723,543,Direta Promoção Vintage,Email Marketing,933.23,93,2019-09-22 07:48:23,2020-08-11 05:28:02
724,993,Viral Impacto Global,Influenciadores,653.95,21,2021-12-02 22:31:41,2022-08-30 07:15:45
725,579,Viral Promoção Desportiva,Influenciadores,952.16,0,2020-04-09 16:59:06,2020-05-06 02:58:44
726,875,Direta Promoção Fitness,Email Marketing,405.36,115,2020-12-19 10:40:07,2021-08-27 04:00:40
727,26,Direta Campanha Ecológica,Email Marketing,601.7,0,2014-03-22 12:00:58,2014-08-27 05:04:34
728,529,Direta Campanha Familiar,Email Marketing,512.03,210,2019-05-23 17:16:38,2020-02-19 19:48:18
729,577,Direta Campanha Gourmet,Email Marketing,392.43,0,2016-12-10 07:08:09,2017-07-11 13:51:13
730,958,Clássica Impacto Online,TV,975.71,0,2023-08-31 13:01:27,2024-04-14 05:19:06
731,859,Direta Campanha Contemporânea,Email Marketing,506.35,0,2022-06-12 00:56:49,2022-09-06 05:33:24
732,251,Conectada Impacto Inovação,Redes Sociais,269.99,21,2015-11-29 19:43:38,2016-10-27 11:36:22
